 Fe I levels                                                            
  n    E(n)(cm-1)   g    label
   95   24       7091.210   0.000E+00   4.500E-01
   95   25       6788.210   0.000E+00   2.500E-01
   95   26       6896.270   0.000E+00   1.500E-01
   95   27       6976.740   0.000E+00   5.000E-02
   95   28       7418.140   0.000E+00   4.500E-01
   95   29       7548.820   0.000E+00   3.500E-01
   95   30       7643.740   0.000E+00   2.500E-01
   95   31       8060.710   0.000E+00   5.500E-01
   95   32       8249.160   0.000E+00   4.500E-01
   95   33       8423.070   0.000E+00   3.500E-01
   95   34       8717.490   0.000E+00   6.500E-01
   95   35       8868.600   0.000E+00   2.500E-01
   95   36       8988.820   0.000E+00   5.500E-01
   95   37       9082.100   0.000E+00   1.500E-01
   95   38       9149.870   0.000E+00   4.500E-01
   95   39       9193.900   0.000E+00   5.000E-02
   95   40       9215.550   0.000E+00   3.500E-01
   95   41       8862.690   0.000E+00   2.500E-01
   95   42       8948.740   0.000E+00   1.500E-01
   95   43       9033.560   0.000E+00   5.000E-02
   95   44       9606.010   0.000E+00   4.500E-01
   95   45      10059.610   0.000E+00   5.500E-01
   95   46      10400.750   0.000E+00   4.500E-01
   95   47       9673.080   0.000E+00   3.500E-01
   95   48       9997.230   0.000E+00   2.500E-01
   95   49      10222.010   0.000E+00   3.500E-01
   95   50      10218.870   0.000E+00   2.500E-01
   95   51      10695.690   0.000E+00   4.500E-01
   95   52      11074.200   0.000E+00   1.500E-01
   95   53      10474.570   0.000E+00   5.000E-02
   95   54      12163.060   0.000E+00   4.500E-01
   95   55      12529.090   0.000E+00   6.500E-01
   95   56      12850.310   0.000E+00   3.500E-01
   95   57      13085.190   0.000E+00   3.500E-01
   95   58      13208.080   0.000E+00   2.500E-01
   95   59      12475.560   0.000E+00   5.500E-01
   95   60      12869.140   0.000E+00   1.500E-01
   95   61      13344.040   0.000E+00   1.500E-01
   95   62      12663.690   0.000E+00   5.000E-02
   95   63      13337.090   0.000E+00   2.500E-01
   95   64      12961.540   0.000E+00   4.500E-01
   95   65      13798.700   0.000E+00   5.500E-01
   95   66      14378.590   0.000E+00   4.500E-01
   95   67      14865.650   0.000E+00   3.500E-01
   95   68      15239.210   0.000E+00   1.500E-01
   95   69      15491.250   0.000E+00   2.500E-01
   95   70      15200.760   0.000E+00   1.500E-01
   95   71      18125.760   0.000E+00   2.500E-01
   95   72      18862.090   0.000E+00   5.500E-01
   95   73      19742.250   0.000E+00   3.500E-01
   95   74      21493.420   0.000E+00   6.500E-01
   95   75      22784.900   0.000E+00   1.500E-01
   95   76      20796.160   0.000E+00   2.500E-01
   95   77      20826.520   0.000E+00   3.500E-01
   95   78      20987.060   0.000E+00   2.500E-01
   95   79      21053.700   0.000E+00   1.500E-01
   95   80      23133.900   0.000E+00   4.500E-01
   95   81      29181.570   0.000E+00   5.000E-02
   95   82      35532.210   0.000E+00   4.500E-01
   95   83      43168.140   0.000E+00   3.500E-01
   95   84      50311.780   0.000E+00   2.500E-01
   95   85      35727.290   0.000E+00   3.500E-01
   95   86      41063.660   0.000E+00   1.500E-01
   95   87      45781.890   0.000E+00   2.500E-01
   95   88      80132.060   0.000E+00   4.500E-01
   95   89     141075.560   0.000E+00   4.500E-01
   95   90     280670.240   0.000E+00   3.500E-01
   95   91      97498.200   0.000E+00   3.500E-01
   95   92     162739.230   0.000E+00   5.500E-01
   95   93     312480.470   0.000E+00   2.500E-01
   95   94     957029.380   0.000E+00   2.500E-01
   96    1       2967.760   2.720E+07   1.018E+00
   96    2       3004.850   0.000E+00   2.100E-01
   96    3       3031.090   0.000E+00   1.500E-01
   96    4       3048.100   0.000E+00   9.000E-02
   96    5       3056.480   0.000E+00   3.000E-02
   96    6       3735.920   9.010E+07   6.737E+00
   96    7       3799.590   3.230E+06   2.538E-01
   96    8       3850.990   6.050E+07   2.100E-01
   96    9       3889.590   2.500E+07   1.500E-01
   96   10       3915.320   0.000E+00   9.000E-02
   96   11       4604.230   1.720E+05   4.809E-02
   96   12       4731.610   0.000E+00   2.100E-01
   96   13       4824.660   0.000E+00   1.500E-01
   96   14       6193.790   0.000E+00   2.100E-01
   96   15       6262.370   0.000E+00   1.500E-01
   96   16       6341.950   0.000E+00   9.000E-02
   96   17       6528.610   0.000E+00   1.500E-01
   96   18       7070.670   0.000E+00   3.300E-01
   96   19       7321.950   0.000E+00   3.900E-01
   96   20       6971.300   0.000E+00   9.000E-02
   96   21       7075.660   0.000E+00   2.700E-01
   96   22       7174.430   0.000E+00   3.300E-01
   96   23       7255.360   0.000E+00   2.100E-01
   96   24       7312.200   0.000E+00   2.700E-01
   96   25       6990.450   3.420E+03   1.673E-03
   96   26       7105.110   0.000E+00   9.000E-02
   96   27       7190.550   0.000E+00   3.000E-02
   96   28       7660.330   0.000E+00   2.700E-01
   96   29       7799.770   0.000E+00   2.100E-01
   96   30       7901.140   0.000E+00   1.500E-01
   96   31       8347.490   0.000E+00   3.300E-01
   96   32       8549.750   0.000E+00   2.700E-01
   96   33       8736.710   0.000E+00   2.100E-01
   96   34       9053.880   0.000E+00   3.900E-01
   96   35       9216.980   0.000E+00   1.500E-01
   96   36       9346.900   0.000E+00   3.300E-01
   96   37       9447.800   0.000E+00   9.000E-02
   96   38       9521.170   0.000E+00   2.700E-01
   96   39       9568.850   0.000E+00   3.000E-02
   96   40       9592.300   0.000E+00   2.100E-01
   96   41       9210.600   0.000E+00   1.500E-01
   96   42       9303.570   0.000E+00   9.000E-02
   96   43       9395.290   0.000E+00   3.000E-02
   96   44      10016.070   0.000E+00   2.700E-01
   96   45      10510.230   0.000E+00   3.300E-01
   96   46      10883.180   0.000E+00   2.700E-01
   96   47      10089.020   0.000E+00   2.100E-01
   96   48      10442.160   0.000E+00   1.500E-01
   96   49      10687.630   0.000E+00   2.100E-01
   96   50      10684.200   0.000E+00   1.500E-01
   96   51      11206.540   0.000E+00   2.700E-01
   96   52      11622.770   0.000E+00   9.000E-02
   96   53      10964.030   0.000E+00   3.000E-02
   96   54      12828.050   0.000E+00   2.700E-01
   96   55      13235.870   0.000E+00   3.900E-01
   96   56      13594.880   0.000E+00   2.100E-01
   96   57      13858.040   0.000E+00   2.100E-01
   96   58      13995.950   0.000E+00   1.500E-01
   96   59      13176.150   0.000E+00   3.300E-01
   96   60      13615.950   0.000E+00   9.000E-02
   96   61      14148.710   0.000E+00   9.000E-02
   96   62      13386.180   0.000E+00   3.000E-02
   96   63      14140.890   0.000E+00   1.500E-01
   96   64      13719.430   0.000E+00   2.700E-01
   96   65      14660.910   1.500E-02   3.300E-01
   96   66      15317.260   0.000E+00   2.700E-01
   96   67      15871.210   0.000E+00   2.100E-01
   96   68      16297.730   0.000E+00   9.000E-02
   96   69      16586.340   0.000E+00   1.500E-01
   96   70      16253.770   0.000E+00   9.000E-02
   96   71      19643.240   0.000E+00   1.500E-01
   96   72      20510.970   0.000E+00   3.300E-01
   96   73      21556.000   0.000E+00   2.100E-01
   96   74      23660.870   0.000E+00   3.900E-01
   96   75      25235.500   0.000E+00   9.000E-02
   96   76      22818.650   0.000E+00   1.500E-01
   96   77      22855.210   0.000E+00   2.100E-01
   96   78      23048.700   0.000E+00   1.500E-01
   96   79      23129.090   0.000E+00   9.000E-02
   96   80      25664.320   0.000E+00   2.700E-01
   96   81      33326.450   0.000E+00   3.000E-02
   96   82      41873.450   0.000E+00   2.700E-01
   96   83      52901.010   0.000E+00   2.100E-01
   96   84      64044.840   0.000E+00   1.500E-01
   96   85      42144.640   0.000E+00   2.100E-01
   96   86      49774.940   0.000E+00   9.000E-02
   96   87      56880.560   0.000E+00   1.500E-01
   96   88     121692.990   0.000E+00   2.700E-01
   96   89     353806.960   0.000E+00   2.700E-01
   96   90          0.000   0.000E+00   2.100E-01
   96   91     166816.800   0.000E+00   2.100E-01
   96   92     531123.860   0.000E+00   3.300E-01
   96   93          0.000   0.000E+00   1.500E-01
   96   94          0.000   0.000E+00   1.500E-01
   96   95          0.000   0.000E+00   1.500E-01
   97    1       2937.760   1.400E+07   1.558E+00
   97    2       2974.100   1.830E+07   2.069E+00
   97    3       2999.800   0.000E+00   4.500E-01
   97    4       3016.460   0.000E+00   2.700E-01
   97    5       3024.670   0.000E+00   9.000E-02
   97    6       3688.500   8.000E+06   1.727E+00
   97    7       3750.550   7.630E+07   1.732E+01
   97    8       3800.620   7.310E+06   1.727E+00
   97    9       3838.220   0.000E+00   4.500E-01
   97   10       3863.270   0.000E+00   2.700E-01
   97   11       4532.420   2.520E+05   1.288E-01
   97   12       4655.800   5.640E+04   4.553E-02
   97   13       4745.870   0.000E+00   4.500E-01
   97   14       6064.530   1.840E+03   1.763E-03
   97   15       6130.260   0.000E+00   4.500E-01
   97   16       6206.500   0.000E+00   2.700E-01
   97   17       6385.160   0.000E+00   4.500E-01
   97   18       6902.720   0.000E+00   9.900E-01
   97   19       7142.000   0.000E+00   1.170E+00
   97   20       6807.980   0.000E+00   2.700E-01
   97   21       6907.470   0.000E+00   8.100E-01
   97   22       7001.580   0.000E+00   9.900E-01
   97   23       7078.630   0.000E+00   6.300E-01
   97   24       7132.720   0.000E+00   8.100E-01
   97   25       6826.240   0.000E+00   4.500E-01
   97   26       6935.530   1.110E+04   1.591E-02
   97   27       7016.920   0.000E+00   9.000E-02
   97   28       7463.580   1.630E+04   2.912E-02
   97   29       7595.890   0.000E+00   6.300E-01
   97   30       7692.000   0.000E+00   4.500E-01
   97   31       8114.400   0.000E+00   9.900E-01
   97   32       8305.390   0.000E+00   8.100E-01
   97   33       8481.710   0.000E+00   6.300E-01
   97   34       8780.320   0.000E+00   1.170E+00
   97   35       8933.630   0.000E+00   4.500E-01
   97   36       9055.630   0.000E+00   9.900E-01
   97   37       9150.310   0.000E+00   2.700E-01
   97   38       9219.110   0.000E+00   8.100E-01
   97   39       9263.810   0.000E+00   9.000E-02
   97   40       9285.790   0.000E+00   6.300E-01
   97   41       8927.630   0.000E+00   4.500E-01
   97   42       9014.950   0.000E+00   2.700E-01
   97   43       9101.040   0.000E+00   9.000E-02
   97   44       9682.350   0.000E+00   8.100E-01
   97   45      10143.360   0.000E+00   9.900E-01
   97   46      10490.300   0.000E+00   8.100E-01
   97   47       9750.500   0.000E+00   6.300E-01
   97   48      10079.950   0.000E+00   4.500E-01
   97   49      10308.500   0.000E+00   6.300E-01
   97   50      10305.310   0.000E+00   4.500E-01
   97   51      10790.420   0.000E+00   8.100E-01
   97   52      11175.780   0.000E+00   2.700E-01
   97   53      10565.410   0.000E+00   9.000E-02
   97   54      12285.710   0.000E+00   8.100E-01
   97   55      12659.270   0.000E+00   1.170E+00
   97   56      12987.300   0.000E+00   6.300E-01
   97   57      13227.260   0.000E+00   6.300E-01
   97   58      13352.840   0.000E+00   4.500E-01
   97   59      12604.630   0.000E+00   9.900E-01
   97   60      13006.520   0.000E+00   2.700E-01
   97   61      13491.820   0.000E+00   2.700E-01
   97   62      12796.710   0.000E+00   9.000E-02
   97   63      13484.700   0.000E+00   4.500E-01
   97   64      13100.920   0.000E+00   8.100E-01
   97   65      13956.780   0.000E+00   9.900E-01
   97   66      14550.320   0.000E+00   8.100E-01
   97   67      15049.280   0.000E+00   6.300E-01
   97   68      15432.240   0.000E+00   2.700E-01
   97   69      15690.760   0.000E+00   4.500E-01
   97   70      15392.810   0.000E+00   2.700E-01
   97   71      18399.500   0.000E+00   4.500E-01
   97   72      19158.700   0.000E+00   9.900E-01
   97   73      20067.430   0.000E+00   6.300E-01
   97   74      21879.410   0.000E+00   1.170E+00
   97   75      23219.140   0.000E+00   2.700E-01
   97   76      21157.300   0.000E+00   4.500E-01
   97   77      21188.730   0.000E+00   6.300E-01
   97   78      21354.930   0.000E+00   4.500E-01
   97   79      21423.920   0.000E+00   2.700E-01
   97   80      23581.680   0.000E+00   8.100E-01
   97   81      29897.690   0.000E+00   9.000E-02
   97   82      36599.630   0.000E+00   8.100E-01
   97   83      44753.880   0.000E+00   6.300E-01
   97   84      52478.950   0.000E+00   4.500E-01
   97   85      36806.640   0.000E+00   6.300E-01
   97   86      42495.990   0.000E+00   2.700E-01
   97   87      47569.440   0.000E+00   4.500E-01
   97   88      85773.590   0.000E+00   8.100E-01
   97   89     159550.710   0.000E+00   8.100E-01
   97   90     364684.000   0.000E+00   6.300E-01
   97   91     105979.360   0.000E+00   6.300E-01
   97   92     187828.700   0.000E+00   9.900E-01
   97   93     420274.020   0.000E+00   4.500E-01
   97   94    4462293.620   0.000E+00   4.500E-01
   97   95          0.000   0.000E+00   4.500E-01
   97   96     290596.300   0.000E+00   2.700E-01
   98    1       2913.010   2.610E+06   3.918E-02
   98    2       2948.740   1.830E+07   2.289E-01
   98    3       2974.000   1.350E+07   1.695E-01
   98    4       2990.370   0.000E+00   3.000E-02
   98    5       2998.440   0.000E+00   1.000E-02
   98    6       3649.570   0.000E+00   1.100E-01
   98    7       3710.300   1.560E+07   3.804E-01
   98    8       3759.300   6.340E+07   1.608E+00
   98    9       3796.080   1.150E+07   3.003E-01
   98   10       3820.580   0.000E+00   3.000E-02
   98   11       4473.770   0.000E+00   9.000E-02
   98   12       4593.940   1.610E+05   1.180E-02
   98   13       4681.600   7.320E+03   3.792E-04
   98   14       5959.980   0.000E+00   7.000E-02
   98   15       6023.460   0.000E+00   5.000E-02
   98   16       6097.050   0.000E+00   3.000E-02
   98   17       6269.370   0.000E+00   5.000E-02
   98   18       6767.600   0.000E+00   1.100E-01
   98   19       6997.450   0.000E+00   1.300E-01
   98   20       6676.510   0.000E+00   3.000E-02
   98   21       6772.170   0.000E+00   9.000E-02
   98   22       6862.600   0.000E+00   1.100E-01
   98   23       6936.610   0.000E+00   7.000E-02
   98   24       6988.540   0.000E+00   9.000E-02
   98   25       6694.080   0.000E+00   5.000E-02
   98   26       6799.140   0.000E+00   3.000E-02
   98   27       6877.340   0.000E+00   1.000E-02
   98   28       7305.860   0.000E+00   9.000E-02
   98   29       7432.590   2.280E+04   4.470E-03
   98   30       7524.590   0.000E+00   5.000E-02
   98   31       7928.320   0.000E+00   1.100E-01
   98   32       8110.550   0.000E+00   9.000E-02
   98   33       8278.610   0.000E+00   7.000E-02
   98   34       8562.850   0.000E+00   1.300E-01
   98   35       8708.600   0.000E+00   5.000E-02
   98   36       8824.490   0.000E+00   1.100E-01
   98   37       8914.380   0.000E+00   3.000E-02
   98   38       8979.670   0.000E+00   9.000E-02
   98   39       9022.070   0.000E+00   1.000E-02
   98   40       9042.910   0.000E+00   7.000E-02
   98   41       8702.900   0.000E+00   5.000E-02
   98   42       8785.860   0.000E+00   3.000E-02
   98   43       8867.610   0.000E+00   1.000E-02
   98   44       9418.580   0.000E+00   9.000E-02
   98   45       9854.250   0.000E+00   1.100E-01
   98   46      10181.380   0.000E+00   9.000E-02
   98   47       9483.050   0.000E+00   7.000E-02
   98   48       9794.390   0.000E+00   5.000E-02
   98   49      10010.040   0.000E+00   7.000E-02
   98   50      10007.030   0.000E+00   5.000E-02
   98   51      10463.840   0.000E+00   9.000E-02
   98   52      10825.840   0.000E+00   3.000E-02
   98   53      10252.110   0.000E+00   1.000E-02
   98   54      11864.120   0.000E+00   9.000E-02
   98   55      12212.120   0.000E+00   1.300E-01
   98   56      12517.100   0.000E+00   7.000E-02
